name,match,category,reason
analrape,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
analsex,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
bigcock,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
cockhead,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
cockslut,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
cocksuck,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
cuntface,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
cunthead,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
cuntlicker,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
dickface,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
dicksuck,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
dicksucker,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
dogshit,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
gangrape,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
hoebag,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
penisface,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
penishead,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
rapeme,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
raperape,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
rapisti,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
shitbag,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
shitface,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
shithead,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
shitstain,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
smallcock,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
suckcock,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
thothoe,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
twatface,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
twatwaffle,contains,Profanity (compound),Compound form of a term demoted to exact-match to protect innocent words.
anal,exact,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
arsehole,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
asshole,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
bastard,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
biatch,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
bitch,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
bollocks,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
bullshit,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
cock,exact,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
cocksucker,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
cunt,exact,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
dick,exact,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
dickhead,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
ejaculate,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
fuck,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
fucker,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
fucking,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
fuk,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
hoe,exact,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
jizz,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
killyourself,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
kys,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
masturbate,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
motherfucker,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
penis,exact,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
phuck,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
porn,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
pornhub,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
porno,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
prick,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
pussy,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
rape,exact,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
rapist,exact,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
scrotum,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
shit,exact,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
shite,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
slut,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
suicide,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
testicle,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
twat,exact,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
vagina,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
wank,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
wanker,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
whore,contains,Profanity (contains),Unambiguous profanity. Long enough not to hit innocent words.
arse,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
ass,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
boob,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
boobs,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
butt,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
crap,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
cum,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
damn,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
fart,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
fml,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
hell,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
nude,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
nudes,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
piss,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
poop,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
sex,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
sexy,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
stfu,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
tit,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
tits,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
turd,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
wtf,exact,Profanity (exact only),"Short profanity that is a substring of innocent words, so exact-match only."
antifraud,exact,Scam & phishing bait,Phrases used to bait trades.
balance,exact,Scam & phishing bait,Phrases used to bait trades.
billing,exact,Scam & phishing bait,Phrases used to bait trades.
broker,exact,Scam & phishing bait,Phrases used to bait trades.
cashout,exact,Scam & phishing bait,Phrases used to bait trades.
claim,exact,Scam & phishing bait,Phrases used to bait trades.
claimprize,exact,Scam & phishing bait,Phrases used to bait trades.
credits,exact,Scam & phishing bait,Phrases used to bait trades.
deposit,exact,Scam & phishing bait,Phrases used to bait trades.
escrow,exact,Scam & phishing bait,Phrases used to bait trades.
fraud,exact,Scam & phishing bait,Phrases used to bait trades.
freeknife,exact,Scam & phishing bait,Phrases used to bait trades.
freeskins,exact,Scam & phishing bait,Phrases used to bait trades.
giveawaybot,exact,Scam & phishing bait,Phrases used to bait trades.
invoice,exact,Scam & phishing bait,Phrases used to bait trades.
legitcheck,exact,Scam & phishing bait,Phrases used to bait trades.
middleman,exact,Scam & phishing bait,Phrases used to bait trades.
payment,exact,Scam & phishing bait,Phrases used to bait trades.
payments,exact,Scam & phishing bait,Phrases used to bait trades.
prize,exact,Scam & phishing bait,Phrases used to bait trades.
prizes,exact,Scam & phishing bait,Phrases used to bait trades.
refund,exact,Scam & phishing bait,Phrases used to bait trades.
refunds,exact,Scam & phishing bait,Phrases used to bait trades.
reward,exact,Scam & phishing bait,Phrases used to bait trades.
rewards,exact,Scam & phishing bait,Phrases used to bait trades.
tradelink,exact,Scam & phishing bait,Phrases used to bait trades.
tradeoffer,exact,Scam & phishing bait,Phrases used to bait trades.
transaction,exact,Scam & phishing bait,Phrases used to bait trades.
trusted,exact,Scam & phishing bait,Phrases used to bait trades.
trustedtrader,exact,Scam & phishing bait,Phrases used to bait trades.
verification,exact,Scam & phishing bait,Phrases used to bait trades.
verified,exact,Scam & phishing bait,Phrases used to bait trades.
verify,exact,Scam & phishing bait,Phrases used to bait trades.
wallet,exact,Scam & phishing bait,Phrases used to bait trades.
winner,exact,Scam & phishing bait,Phrases used to bait trades.
winners,exact,Scam & phishing bait,Phrases used to bait trades.
withdraw,exact,Scam & phishing bait,Phrases used to bait trades.
aim,exact,Servers & game modes,"ENW server and mode names, live and planned."
arena,exact,Servers & game modes,"ENW server and mode names, live and planned."
awp,exact,Servers & game modes,"ENW server and mode names, live and planned."
bhop,exact,Servers & game modes,"ENW server and mode names, live and planned."
climb,exact,Servers & game modes,"ENW server and mode names, live and planned."
combatsurf,exact,Servers & game modes,"ENW server and mode names, live and planned."
comp1,exact,Servers & game modes,"ENW server and mode names, live and planned."
competitive,exact,Servers & game modes,"ENW server and mode names, live and planned."
deathmatch,exact,Servers & game modes,"ENW server and mode names, live and planned."
hideandseek,exact,Servers & game modes,"ENW server and mode names, live and planned."
hns,exact,Servers & game modes,"ENW server and mode names, live and planned."
infection,exact,Servers & game modes,"ENW server and mode names, live and planned."
jailbreak,exact,Servers & game modes,"ENW server and mode names, live and planned."
jbtest,exact,Servers & game modes,"ENW server and mode names, live and planned."
kzclimb,exact,Servers & game modes,"ENW server and mode names, live and planned."
lobby,exact,Servers & game modes,"ENW server and mode names, live and planned."
matchmaking,exact,Servers & game modes,"ENW server and mode names, live and planned."
minigames,exact,Servers & game modes,"ENW server and mode names, live and planned."
mix,exact,Servers & game modes,"ENW server and mode names, live and planned."
prophunt,exact,Servers & game modes,"ENW server and mode names, live and planned."
pug,exact,Servers & game modes,"ENW server and mode names, live and planned."
pugs,exact,Servers & game modes,"ENW server and mode names, live and planned."
queue,exact,Servers & game modes,"ENW server and mode names, live and planned."
retake,exact,Servers & game modes,"ENW server and mode names, live and planned."
retakes,exact,Servers & game modes,"ENW server and mode names, live and planned."
retakes1,exact,Servers & game modes,"ENW server and mode names, live and planned."
scrim,exact,Servers & game modes,"ENW server and mode names, live and planned."
surf,exact,Servers & game modes,"ENW server and mode names, live and planned."
tenman,exact,Servers & game modes,"ENW server and mode names, live and planned."
ttt,exact,Servers & game modes,"ENW server and mode names, live and planned."
warmup,exact,Servers & game modes,"ENW server and mode names, live and planned."
zombie,exact,Servers & game modes,"ENW server and mode names, live and planned."
zombies,exact,Servers & game modes,"ENW server and mode names, live and planned."
beaner,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
cameljockey,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
childporn,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
chink,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
coon,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
cracker,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
curry,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
dyke,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
fag,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
faggit,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
faggot,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
fagot,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
gaschamber,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
gasthejews,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
gook,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
groomer,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
gyppo,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
gypsy,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
heeb,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
heilhitler,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
hitler,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
holocaust,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
homo,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
honky,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
jigaboo,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
kike,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
killallj,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
kkk,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
klansman,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
lesbo,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
lynch,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
mongoloid,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
nazi,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
negro,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
niger,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
nigg,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
nigga,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
nigger,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
niggr,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
nonce,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
paedo,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
paki,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
pedo,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
pedophile,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
phaggot,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
porchmonkey,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
queer,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
raghead,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
retard,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
retarded,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
sandnigger,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
seigheil,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
shemale,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
sieghitler,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
slant,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
spastic,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
spic,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
tard,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
towelhead,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
trannie,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
tranny,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
wetback,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
whitepower,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
whitepride,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
whitetrash,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
yid,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
zipperhead,contains,Slurs (hate speech),"Hate speech. Blocked anywhere in the name, leetspeak folded."
admin,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
administrator,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
administrators,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
admins,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
adminteam,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
boss,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
ceo,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
coadmin,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
cofounder,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
coowner,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
customersupport,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
dropsadmin,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
dropsmod,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
dropsofficial,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
dropsstaff,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
dropssupport,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
dropsteam,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
enwadmin,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
enwmod,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
enwofficial,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
enwstaff,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
enwsupport,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
enwteam,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
founder,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
gameadmin,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
gonextadmin,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
gonextstaff,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
headadmin,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
headmod,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
helpdesk,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
helper,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
helpers,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
jbadmin,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
jbstaff,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
junioradmin,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
juniormod,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
management,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
manager,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
mod,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
moderator,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
moderators,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
mods,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
modteam,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
official,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
officialstaff,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
operator,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
owner,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
owners,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
root,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
seniormod,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
seniorstaff,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
serveradmin,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
servicedesk,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
staff,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
staffteam,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
superadmin,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
superuser,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
supervisor,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
support,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
supportteam,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
sysadmin,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
sysop,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
team,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
trialmod,exact,Staff & authority,Reads as site staff. The main impersonation risk in a trade window.
abuse,exact,System & automation,Reads as the site itself or an automated actor.
alert,exact,System & automation,Reads as the site itself or an automated actor.
alerts,exact,System & automation,Reads as the site itself or an automated actor.
anon,exact,System & automation,Reads as the site itself or an automated actor.
anonymous,exact,System & automation,Reads as the site itself or an automated actor.
api,exact,System & automation,Reads as the site itself or an automated actor.
apibot,exact,System & automation,Reads as the site itself or an automated actor.
auto,exact,System & automation,Reads as the site itself or an automated actor.
automation,exact,System & automation,Reads as the site itself or an automated actor.
blank,exact,System & automation,Reads as the site itself or an automated actor.
bot,exact,System & automation,Reads as the site itself or an automated actor.
bots,exact,System & automation,Reads as the site itself or an automated actor.
console,exact,System & automation,Reads as the site itself or an automated actor.
cron,exact,System & automation,Reads as the site itself or an automated actor.
daemon,exact,System & automation,Reads as the site itself or an automated actor.
debug,exact,System & automation,Reads as the site itself or an automated actor.
default,exact,System & automation,Reads as the site itself or an automated actor.
deleted,exact,System & automation,Reads as the site itself or an automated actor.
demo,exact,System & automation,Reads as the site itself or an automated actor.
dev,exact,System & automation,Reads as the site itself or an automated actor.
developer,exact,System & automation,Reads as the site itself or an automated actor.
development,exact,System & automation,Reads as the site itself or an automated actor.
donotreply,exact,System & automation,Reads as the site itself or an automated actor.
empty,exact,System & automation,Reads as the site itself or an automated actor.
everyone,exact,System & automation,Reads as the site itself or an automated actor.
example,exact,System & automation,Reads as the site itself or an automated actor.
guest,exact,System & automation,Reads as the site itself or an automated actor.
hostmaster,exact,System & automation,Reads as the site itself or an automated actor.
localhost,exact,System & automation,Reads as the site itself or an automated actor.
mailer,exact,System & automation,Reads as the site itself or an automated actor.
mailerdaemon,exact,System & automation,Reads as the site itself or an automated actor.
metamod,exact,System & automation,Reads as the site itself or an automated actor.
nan,exact,System & automation,Reads as the site itself or an automated actor.
nil,exact,System & automation,Reads as the site itself or an automated actor.
nobody,exact,System & automation,Reads as the site itself or an automated actor.
none,exact,System & automation,Reads as the site itself or an automated actor.
noreply,exact,System & automation,Reads as the site itself or an automated actor.
notification,exact,System & automation,Reads as the site itself or an automated actor.
notifications,exact,System & automation,Reads as the site itself or an automated actor.
null,exact,System & automation,Reads as the site itself or an automated actor.
placeholder,exact,System & automation,Reads as the site itself or an automated actor.
player,exact,System & automation,Reads as the site itself or an automated actor.
players,exact,System & automation,Reads as the site itself or an automated actor.
plugin,exact,System & automation,Reads as the site itself or an automated actor.
plugins,exact,System & automation,Reads as the site itself or an automated actor.
postmaster,exact,System & automation,Reads as the site itself or an automated actor.
production,exact,System & automation,Reads as the site itself or an automated actor.
rcon,exact,System & automation,Reads as the site itself or an automated actor.
removed,exact,System & automation,Reads as the site itself or an automated actor.
robot,exact,System & automation,Reads as the site itself or an automated actor.
sample,exact,System & automation,Reads as the site itself or an automated actor.
scheduler,exact,System & automation,Reads as the site itself or an automated actor.
script,exact,System & automation,Reads as the site itself or an automated actor.
security,exact,System & automation,Reads as the site itself or an automated actor.
securityteam,exact,System & automation,Reads as the site itself or an automated actor.
service,exact,System & automation,Reads as the site itself or an automated actor.
someone,exact,System & automation,Reads as the site itself or an automated actor.
sourcemod,exact,System & automation,Reads as the site itself or an automated actor.
staging,exact,System & automation,Reads as the site itself or an automated actor.
system,exact,System & automation,Reads as the site itself or an automated actor.
systembot,exact,System & automation,Reads as the site itself or an automated actor.
temp,exact,System & automation,Reads as the site itself or an automated actor.
temporary,exact,System & automation,Reads as the site itself or an automated actor.
test,exact,System & automation,Reads as the site itself or an automated actor.
testaccount,exact,System & automation,Reads as the site itself or an automated actor.
testing,exact,System & automation,Reads as the site itself or an automated actor.
testuser,exact,System & automation,Reads as the site itself or an automated actor.
undefined,exact,System & automation,Reads as the site itself or an automated actor.
unknown,exact,System & automation,Reads as the site itself or an automated actor.
user,exact,System & automation,Reads as the site itself or an automated actor.
users,exact,System & automation,Reads as the site itself or an automated actor.
void,exact,System & automation,Reads as the site itself or an automated actor.
webhook,exact,System & automation,Reads as the site itself or an automated actor.
webmaster,exact,System & automation,Reads as the site itself or an automated actor.
worker,exact,System & automation,Reads as the site itself or an automated actor.
